,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
6804,169487,7,edison,2020-11-04T01:13:58Z,south-carolina,2525000,1155389,1964118,2103027,0.46,0.527,0
6805,191945,8,edison,2020-11-04T01:14:21Z,south-carolina,2525000,1155389,1964118,2103027,0.463,0.524,0
6806,193190,8,edison,2020-11-04T01:16:18Z,south-carolina,2525000,1155389,1964118,2103027,0.464,0.523,0
6807,198551,8,edison,2020-11-04T01:18:41Z,south-carolina,2525000,1155389,1964118,2103027,0.468,0.519,0
6808,200700,8,edison,2020-11-04T01:22:08Z,south-carolina,2525000,1155389,1964118,2103027,0.47,0.518,0
6809,211642,8,edison,2020-11-04T01:22:47Z,south-carolina,2525000,1155389,1964118,2103027,0.476,0.512,0
6810,217127,9,edison,2020-11-04T01:23:59Z,south-carolina,2525000,1155389,1964118,2103027,0.479,0.508,0
6811,220079,9,edison,2020-11-04T01:25:54Z,south-carolina,2525000,1155389,1964118,2103027,0.479,0.509,0
6812,222165,9,edison,2020-11-04T01:29:13Z,south-carolina,2525000,1155389,1964118,2103027,0.479,0.509,0
6813,225407,9,edison,2020-11-04T01:29:47Z,south-carolina,2525000,1155389,1964118,2103027,0.482,0.505,0
6814,232206,9,edison,2020-11-04T01:30:13Z,south-carolina,2525000,1155389,1964118,2103027,0.478,0.51,0
6815,236247,9,edison,2020-11-04T01:31:46Z,south-carolina,2525000,1155389,1964118,2103027,0.482,0.505,0
6816,236247,9,edison,2020-11-04T01:31:46Z,south-carolina,2525000,1155389,1964118,2103027,0.482,0.505,0
6817,237116,9,edison,2020-11-04T01:33:23Z,south-carolina,2525000,1155389,1964118,2103027,0.482,0.506,0
6818,249989,10,edison,2020-11-04T01:42:21Z,south-carolina,2525000,1155389,1964118,2103027,0.475,0.513,0
6819,376465,15,edison,2020-11-04T01:44:31Z,south-carolina,2525000,1155389,1964118,2103027,0.513,0.474,0
6820,382590,15,edison,2020-11-04T01:44:55Z,south-carolina,2525000,1155389,1964118,2103027,0.518,0.469,0
6821,389491,15,edison,2020-11-04T01:47:57Z,south-carolina,2525000,1155389,1964118,2103027,0.52,0.467,0
6822,390347,15,edison,2020-11-04T01:49:58Z,south-carolina,2525000,1155389,1964118,2103027,0.521,0.466,0
6823,391495,16,edison,2020-11-04T01:52:03Z,south-carolina,2525000,1155389,1964118,2103027,0.517,0.471,0
6824,434993,17,edison,2020-11-04T01:57:01Z,south-carolina,2525000,1155389,1964118,2103027,0.525,0.462,0
6825,440233,17,edison,2020-11-04T01:57:44Z,south-carolina,2525000,1155389,1964118,2103027,0.528,0.459,0
6826,445928,18,edison,2020-11-04T01:58:39Z,south-carolina,2525000,1155389,1964118,2103027,0.528,0.46,0
6827,515612,20,edison,2020-11-04T02:02:08Z,south-carolina,2525000,1155389,1964118,2103027,0.541,0.446,0
6828,524306,21,edison,2020-11-04T02:03:55Z,south-carolina,2525000,1155389,1964118,2103027,0.545,0.443,0
6829,533577,21,edison,2020-11-04T02:08:03Z,south-carolina,2525000,1155389,1964118,2103027,0.545,0.442,0
6830,558966,22,edison,2020-11-04T02:10:05Z,south-carolina,2525000,1155389,1964118,2103027,0.554,0.433,0
6831,597316,24,edison,2020-11-04T02:12:42Z,south-carolina,2525000,1155389,1964118,2103027,0.55,0.437,0
6832,605039,24,edison,2020-11-04T02:12:51Z,south-carolina,2525000,1155389,1964118,2103027,0.552,0.435,0
6833,606827,24,edison,2020-11-04T02:13:04Z,south-carolina,2525000,1155389,1964118,2103027,0.552,0.435,0
6834,617211,24,edison,2020-11-04T02:13:20Z,south-carolina,2525000,1155389,1964118,2103027,0.556,0.431,0
6835,619984,25,edison,2020-11-04T02:16:24Z,south-carolina,2525000,1155389,1964118,2103027,0.556,0.431,0
6836,627542,25,edison,2020-11-04T02:16:50Z,south-carolina,2525000,1155389,1964118,2103027,0.558,0.43,0
6837,669341,27,edison,2020-11-04T02:22:26Z,south-carolina,2525000,1155389,1964118,2103027,0.563,0.424,0
6838,690142,27,edison,2020-11-04T02:24:20Z,south-carolina,2525000,1155389,1964118,2103027,0.563,0.424,0
6839,711525,28,edison,2020-11-04T02:25:29Z,south-carolina,2525000,1155389,1964118,2103027,0.563,0.424,0
6840,733938,29,edison,2020-11-04T02:26:59Z,south-carolina,2525000,1155389,1964118,2103027,0.564,0.423,0
6841,776483,31,edison,2020-11-04T02:31:07Z,south-carolina,2525000,1155389,1964118,2103027,0.562,0.425,0
6842,778042,31,edison,2020-11-04T02:32:15Z,south-carolina,2525000,1155389,1964118,2103027,0.562,0.425,0
6843,787316,31,edison,2020-11-04T02:34:42Z,south-carolina,2525000,1155389,1964118,2103027,0.562,0.425,0
6844,818209,32,edison,2020-11-04T02:37:15Z,south-carolina,2525000,1155389,1964118,2103027,0.555,0.432,0
6845,818397,32,edison,2020-11-04T02:37:33Z,south-carolina,2525000,1155389,1964118,2103027,0.555,0.432,0
6846,822163,33,edison,2020-11-04T02:39:17Z,south-carolina,2525000,1155389,1964118,2103027,0.555,0.432,0
6847,828866,33,edison,2020-11-04T02:40:36Z,south-carolina,2525000,1155389,1964118,2103027,0.555,0.432,0
6848,831772,33,edison,2020-11-04T02:41:04Z,south-carolina,2525000,1155389,1964118,2103027,0.556,0.431,0
6849,949600,38,edison,2020-11-04T02:42:30Z,south-carolina,2525000,1155389,1964118,2103027,0.554,0.433,0
6850,960528,38,edison,2020-11-04T02:44:50Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.434,0
6851,965848,38,edison,2020-11-04T02:52:08Z,south-carolina,2525000,1155389,1964118,2103027,0.552,0.435,0
6852,973601,39,edison,2020-11-04T02:55:06Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.434,0
6853,981302,39,edison,2020-11-04T02:57:49Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.433,0
6854,982916,39,edison,2020-11-04T02:59:11Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.434,0
6855,985057,39,edison,2020-11-04T03:05:02Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.434,0
6856,992085,39,edison,2020-11-04T03:05:34Z,south-carolina,2525000,1155389,1964118,2103027,0.554,0.433,0
6857,1011932,40,edison,2020-11-04T03:08:46Z,south-carolina,2525000,1155389,1964118,2103027,0.558,0.428,0
6858,1013102,40,edison,2020-11-04T03:09:25Z,south-carolina,2525000,1155389,1964118,2103027,0.558,0.428,0
6859,1052820,42,edison,2020-11-04T03:13:02Z,south-carolina,2525000,1155389,1964118,2103027,0.562,0.425,0
6860,1077304,43,edison,2020-11-04T03:20:49Z,south-carolina,2525000,1155389,1964118,2103027,0.563,0.423,0
6861,1147948,45,edison,2020-11-04T03:21:02Z,south-carolina,2525000,1155389,1964118,2103027,0.567,0.42,0
6862,1170871,46,edison,2020-11-04T03:25:42Z,south-carolina,2525000,1155389,1964118,2103027,0.569,0.417,0
6863,1197037,47,edison,2020-11-04T03:30:19Z,south-carolina,2525000,1155389,1964118,2103027,0.566,0.419,0
6864,1205314,48,edison,2020-11-04T03:31:51Z,south-carolina,2525000,1155389,1964118,2103027,0.567,0.419,0
6865,1326171,53,edison,2020-11-04T03:37:56Z,south-carolina,2525000,1155389,1964118,2103027,0.564,0.422,0
6866,1326171,53,edison,2020-11-04T03:39:40Z,south-carolina,2525000,1155389,1964118,2103027,0.565,0.422,0
6867,1350236,53,edison,2020-11-04T03:40:22Z,south-carolina,2525000,1155389,1964118,2103027,0.566,0.42,0
6868,1385896,55,edison,2020-11-04T03:43:21Z,south-carolina,2525000,1155389,1964118,2103027,0.572,0.414,0
6869,1394029,55,edison,2020-11-04T03:48:07Z,south-carolina,2525000,1155389,1964118,2103027,0.572,0.414,0
6870,1418086,56,edison,2020-11-04T03:55:22Z,south-carolina,2525000,1155389,1964118,2103027,0.573,0.413,0
6871,1432294,57,edison,2020-11-04T04:05:31Z,south-carolina,2525000,1155389,1964118,2103027,0.573,0.413,0
6872,1432688,57,edison,2020-11-04T04:12:41Z,south-carolina,2525000,1155389,1964118,2103027,0.574,0.413,0
6873,1455192,58,edison,2020-11-04T04:15:47Z,south-carolina,2525000,1155389,1964118,2103027,0.575,0.411,0
6874,1455453,58,edison,2020-11-04T04:19:42Z,south-carolina,2525000,1155389,1964118,2103027,0.575,0.411,0
6875,1455613,58,edison,2020-11-04T04:21:43Z,south-carolina,2525000,1155389,1964118,2103027,0.575,0.411,0
6876,1457129,58,edison,2020-11-04T04:30:34Z,south-carolina,2525000,1155389,1964118,2103027,0.575,0.411,0
6877,1586290,63,edison,2020-11-04T04:32:13Z,south-carolina,2525000,1155389,1964118,2103027,0.575,0.411,0
6878,1605971,64,edison,2020-11-04T04:47:46Z,south-carolina,2525000,1155389,1964118,2103027,0.577,0.409,0
6879,1698790,67,edison,2020-11-04T05:08:41Z,south-carolina,2525000,1155389,1964118,2103027,0.582,0.404,0
6880,1699335,67,edison,2020-11-04T05:24:25Z,south-carolina,2525000,1155389,1964118,2103027,0.582,0.404,0
6881,1702445,67,edison,2020-11-04T05:24:32Z,south-carolina,2525000,1155389,1964118,2103027,0.581,0.405,0
6882,1715440,68,edison,2020-11-04T05:34:05Z,south-carolina,2525000,1155389,1964118,2103027,0.581,0.405,0
6883,1720400,68,edison,2020-11-04T05:39:35Z,south-carolina,2525000,1155389,1964118,2103027,0.582,0.404,0
6884,1720780,68,edison,2020-11-04T05:44:18Z,south-carolina,2525000,1155389,1964118,2103027,0.582,0.404,0
6885,1771976,70,edison,2020-11-04T05:51:18Z,south-carolina,2525000,1155389,1964118,2103027,0.585,0.401,0
6886,1794115,71,edison,2020-11-04T05:53:22Z,south-carolina,2525000,1155389,1964118,2103027,0.585,0.4,0
6887,1856133,74,edison,2020-11-04T06:24:53Z,south-carolina,2525000,1155389,1964118,2103027,0.589,0.397,0
6888,1878661,74,edison,2020-11-04T06:31:52Z,south-carolina,2525000,1155389,1964118,2103027,0.588,0.398,0
6889,1909438,76,edison,2020-11-04T06:39:51Z,south-carolina,2525000,1155389,1964118,2103027,0.585,0.4,0
6890,2027461,80,edison,2020-11-04T07:28:52Z,south-carolina,2525000,1155389,1964118,2103027,0.576,0.409,0
6891,2100216,83,edison,2020-11-04T07:31:29Z,south-carolina,2525000,1155389,1964118,2103027,0.569,0.417,0
6892,2146588,85,edison,2020-11-04T08:07:52Z,south-carolina,2525000,1155389,1964118,2103027,0.564,0.422,0
6893,2273778,90,edison,2020-11-04T11:28:51Z,south-carolina,2525000,1155389,1964118,2103027,0.57,0.415,0
6894,2294642,91,edison,2020-11-04T12:16:50Z,south-carolina,2525000,1155389,1964118,2103027,0.57,0.415,0
6895,2299689,91,edison,2020-11-04T15:26:52Z,south-carolina,2525000,1155389,1964118,2103027,0.57,0.415,0
6896,2299815,91,edison,2020-11-04T16:39:50Z,south-carolina,2525000,1155389,1964118,2103027,0.57,0.415,0
6897,2396380,95,edison,2020-11-04T16:56:34Z,south-carolina,2525000,1155389,1964118,2103027,0.557,0.428,0
6898,2396921,95,edison,2020-11-04T17:38:50Z,south-carolina,2525000,1155389,1964118,2103027,0.557,0.428,0
6899,2397442,95,edison,2020-11-04T18:32:00Z,south-carolina,2525000,1155389,1964118,2103027,0.557,0.428,0
6900,2423152,96,edison,2020-11-04T19:02:57Z,south-carolina,2525000,1155389,1964118,2103027,0.556,0.429,0
6901,2423505,96,edison,2020-11-04T19:17:50Z,south-carolina,2525000,1155389,1964118,2103027,0.556,0.429,0
6902,2424378,96,edison,2020-11-04T21:07:52Z,south-carolina,2525000,1155389,1964118,2103027,0.556,0.429,0
6903,2426043,96,edison,2020-11-04T23:05:50Z,south-carolina,2525000,1155389,1964118,2103027,0.556,0.429,0
6904,2437284,97,edison,2020-11-05T00:58:51Z,south-carolina,2525000,1155389,1964118,2103027,0.556,0.43,0
6905,2460155,97,edison,2020-11-05T01:13:18Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.432,0
6906,2461757,97,edison,2020-11-05T01:25:50Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.432,0
6907,2462431,98,edison,2020-11-05T01:39:50Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.432,0
6908,2463268,98,edison,2020-11-05T03:11:43Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.432,0
6909,2464656,98,edison,2020-11-05T05:11:44Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.433,0
6910,2466074,98,edison,2020-11-05T13:15:54Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.433,0
6911,2466654,98,edison,2020-11-05T15:14:45Z,south-carolina,2525000,1155389,1964118,2103027,0.553,0.433,0
6912,2467841,98,edison,2020-11-05T17:05:53Z,south-carolina,2525000,1155389,1964118,2103027,0.552,0.433,0
6913,2469260,98,edison,2020-11-05T19:03:49Z,south-carolina,2525000,1155389,1964118,2103027,0.552,0.433,0
6914,2471295,98,edison,2020-11-05T21:06:42Z,south-carolina,2525000,1155389,1964118,2103027,0.552,0.433,0
6915,2471983,98,edison,2020-11-05T21:11:39Z,south-carolina,2525000,1155389,1964118,2103027,0.552,0.433,0
6916,2504233,99,edison,2020-11-05T22:00:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6917,2504235,99,edison,2020-11-05T22:40:40Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6918,2504236,99,edison,2020-11-06T15:16:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6919,2504238,99,edison,2020-11-06T15:26:40Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6920,2504246,99,edison,2020-11-06T15:57:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6921,2504252,99,edison,2020-11-06T16:08:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6922,2504254,99,edison,2020-11-06T16:28:40Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6923,2504311,99,edison,2020-11-06T16:42:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6924,2504357,99,edison,2020-11-06T16:43:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6925,2504433,99,edison,2020-11-06T17:04:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6926,2504488,99,edison,2020-11-06T17:25:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6927,2504504,99,edison,2020-11-06T17:29:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6928,2504509,99,edison,2020-11-06T17:31:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6929,2504529,99,edison,2020-11-06T17:33:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6930,2504649,99,edison,2020-11-06T17:36:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6931,2504651,99,edison,2020-11-06T17:37:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6932,2504673,99,edison,2020-11-06T18:04:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6933,2504716,99,edison,2020-11-06T18:05:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6934,2504724,99,edison,2020-11-06T18:08:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6935,2505124,99,edison,2020-11-06T18:12:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6936,2505146,99,edison,2020-11-06T18:14:40Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6937,2505477,99,edison,2020-11-06T18:38:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6938,2505482,99,edison,2020-11-06T18:42:37Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6939,2505693,99,edison,2020-11-06T18:43:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6940,2505876,99,edison,2020-11-06T18:45:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6941,2505971,99,edison,2020-11-06T19:03:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6942,2507085,99,edison,2020-11-06T19:04:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.435,0
6943,2508431,99,edison,2020-11-06T19:06:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6944,2508519,99,edison,2020-11-06T19:24:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6945,2509286,99,edison,2020-11-06T19:28:40Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6946,2509298,99,edison,2020-11-06T19:31:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6947,2509329,99,edison,2020-11-06T20:10:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6948,2509407,99,edison,2020-11-06T20:31:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6949,2509692,99,edison,2020-11-06T20:37:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6950,2509738,99,edison,2020-11-06T20:47:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6951,2509909,99,edison,2020-11-06T20:54:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6952,2510182,99,edison,2020-11-06T20:55:24Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6953,2510315,99,edison,2020-11-06T21:18:39Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6954,2510997,99,edison,2020-11-06T21:27:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6955,2511000,99,edison,2020-11-06T21:36:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6956,2511062,99,edison,2020-11-06T21:53:40Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6957,2512266,99,edison,2020-11-06T21:55:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6958,2512290,99,edison,2020-11-06T23:44:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6959,2515488,99,edison,2020-11-07T01:33:38Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6960,2515926,99,edison,2020-11-07T16:58:40Z,south-carolina,2525000,1155389,1964118,2103027,0.551,0.434,0
6961,0,0,edison,2020-11-04T10:02:04Z,south-dakota,430000,227721,363815,370093,0.0,0.0,0
6962,3229,1,edison,2020-11-04T02:03:34Z,south-dakota,430000,227721,363815,370093,0.744,0.236,0
6963,11017,3,edison,2020-11-04T02:04:03Z,south-dakota,430000,227721,363815,370093,0.707,0.27,0
6964,13598,3,edison,2020-11-04T02:06:03Z,south-dakota,430000,227721,363815,370093,0.69,0.287,0
6965,14211,3,edison,2020-11-04T02:10:27Z,south-dakota,430000,227721,363815,370093,0.693,0.284,0
6966,15599,4,edison,2020-11-04T02:11:27Z,south-dakota,430000,227721,363815,370093,0.698,0.279,0
6967,17400,4,edison,2020-11-04T02:11:57Z,south-dakota,430000,227721,363815,370093,0.68,0.297,0
6968,20790,5,edison,2020-11-04T02:17:51Z,south-dakota,430000,227721,363815,370093,0.681,0.295,0
6969,33614,8,edison,2020-11-04T02:22:45Z,south-dakota,430000,227721,363815,370093,0.617,0.359,0
6970,36853,9,edison,2020-11-04T02:27:43Z,south-dakota,430000,227721,363815,370093,0.625,0.35,0
6971,51399,12,edison,2020-11-04T02:31:17Z,south-dakota,430000,227721,363815,370093,0.626,0.348,0
6972,53475,13,edison,2020-11-04T02:36:21Z,south-dakota,430000,227721,363815,370093,0.627,0.347,0
6973,63508,15,edison,2020-11-04T02:36:27Z,south-dakota,430000,227721,363815,370093,0.626,0.348,0
6974,75090,18,edison,2020-11-04T02:39:57Z,south-dakota,430000,227721,363815,370093,0.612,0.363,0
6975,75513,18,edison,2020-11-04T02:42:17Z,south-dakota,430000,227721,363815,370093,0.613,0.362,0
6976,77891,19,edison,2020-11-04T02:42:27Z,south-dakota,430000,227721,363815,370093,0.615,0.359,0
6977,79255,19,edison,2020-11-04T02:42:59Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
6978,80388,19,edison,2020-11-04T02:47:15Z,south-dakota,430000,227721,363815,370093,0.619,0.355,0
6979,81459,20,edison,2020-11-04T02:47:34Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
6980,82123,20,edison,2020-11-04T02:49:17Z,south-dakota,430000,227721,363815,370093,0.617,0.357,0
6981,82299,20,edison,2020-11-04T02:51:42Z,south-dakota,430000,227721,363815,370093,0.617,0.357,0
6982,82869,20,edison,2020-11-04T02:51:45Z,south-dakota,430000,227721,363815,370093,0.618,0.356,0
6983,88095,21,edison,2020-11-04T02:53:28Z,south-dakota,430000,227721,363815,370093,0.622,0.352,0
6984,88846,21,edison,2020-11-04T02:55:36Z,south-dakota,430000,227721,363815,370093,0.623,0.351,0
6985,91752,22,edison,2020-11-04T02:58:21Z,south-dakota,430000,227721,363815,370093,0.624,0.35,0
6986,94211,23,edison,2020-11-04T02:58:39Z,south-dakota,430000,227721,363815,370093,0.626,0.348,0
6987,96069,23,edison,2020-11-04T02:59:35Z,south-dakota,430000,227721,363815,370093,0.627,0.346,0
6988,104501,25,edison,2020-11-04T03:02:55Z,south-dakota,430000,227721,363815,370093,0.634,0.34,0
6989,104990,25,edison,2020-11-04T03:06:58Z,south-dakota,430000,227721,363815,370093,0.635,0.339,0
6990,110718,27,edison,2020-11-04T03:07:43Z,south-dakota,430000,227721,363815,370093,0.641,0.333,0
6991,117908,28,edison,2020-11-04T03:12:12Z,south-dakota,430000,227721,363815,370093,0.645,0.33,0
6992,123860,30,edison,2020-11-04T03:16:35Z,south-dakota,430000,227721,363815,370093,0.65,0.324,0
6993,125292,30,edison,2020-11-04T03:17:27Z,south-dakota,430000,227721,363815,370093,0.649,0.325,0
6994,129133,31,edison,2020-11-04T03:23:11Z,south-dakota,430000,227721,363815,370093,0.651,0.323,0
6995,129682,31,edison,2020-11-04T03:23:45Z,south-dakota,430000,227721,363815,370093,0.651,0.323,0
6996,135681,33,edison,2020-11-04T03:27:55Z,south-dakota,430000,227721,363815,370093,0.653,0.321,0
6997,138881,33,edison,2020-11-04T03:32:40Z,south-dakota,430000,227721,363815,370093,0.657,0.318,0
6998,140222,34,edison,2020-11-04T03:35:23Z,south-dakota,430000,227721,363815,370093,0.656,0.318,0
6999,142408,34,edison,2020-11-04T03:35:51Z,south-dakota,430000,227721,363815,370093,0.657,0.318,0
7000,150295,36,edison,2020-11-04T03:37:18Z,south-dakota,430000,227721,363815,370093,0.66,0.314,0
7001,154029,37,edison,2020-11-04T03:42:59Z,south-dakota,430000,227721,363815,370093,0.662,0.312,0
7002,154261,37,edison,2020-11-04T03:46:23Z,south-dakota,430000,227721,363815,370093,0.662,0.312,0
7003,160823,39,edison,2020-11-04T03:50:32Z,south-dakota,430000,227721,363815,370093,0.664,0.311,0
7004,164620,40,edison,2020-11-04T03:53:02Z,south-dakota,430000,227721,363815,370093,0.663,0.311,0
7005,165911,40,edison,2020-11-04T03:53:17Z,south-dakota,430000,227721,363815,370093,0.663,0.311,0
7006,167436,40,edison,2020-11-04T03:54:28Z,south-dakota,430000,227721,363815,370093,0.66,0.314,0
7007,206273,50,edison,2020-11-04T03:58:11Z,south-dakota,430000,227721,363815,370093,0.641,0.333,0
7008,209103,50,edison,2020-11-04T03:58:51Z,south-dakota,430000,227721,363815,370093,0.642,0.332,0
7009,215042,52,edison,2020-11-04T04:01:36Z,south-dakota,430000,227721,363815,370093,0.644,0.33,0
7010,219427,53,edison,2020-11-04T04:08:28Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7011,220707,53,edison,2020-11-04T04:11:17Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7012,241313,58,edison,2020-11-04T04:12:23Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7013,245094,59,edison,2020-11-04T04:18:15Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7014,245326,59,edison,2020-11-04T04:22:24Z,south-dakota,430000,227721,363815,370093,0.646,0.327,0
7015,248856,60,edison,2020-11-04T04:22:53Z,south-dakota,430000,227721,363815,370093,0.646,0.327,0
7016,255490,62,edison,2020-11-04T04:26:41Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7017,258546,62,edison,2020-11-04T04:32:36Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7018,266100,64,edison,2020-11-04T04:38:46Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7019,266100,64,edison,2020-11-04T04:41:38Z,south-dakota,430000,227721,363815,370093,0.643,0.33,0
7020,266374,64,edison,2020-11-04T04:41:46Z,south-dakota,430000,227721,363815,370093,0.644,0.33,0
7021,267088,64,edison,2020-11-04T04:41:58Z,south-dakota,430000,227721,363815,370093,0.643,0.331,0
7022,268352,65,edison,2020-11-04T04:42:34Z,south-dakota,430000,227721,363815,370093,0.643,0.33,0
7023,274773,66,edison,2020-11-04T04:43:11Z,south-dakota,430000,227721,363815,370093,0.644,0.33,0
7024,275372,66,edison,2020-11-04T04:43:45Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7025,279381,67,edison,2020-11-04T04:46:34Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7026,280076,67,edison,2020-11-04T04:51:46Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7027,280574,68,edison,2020-11-04T04:52:28Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7028,280685,68,edison,2020-11-04T04:53:54Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7029,280987,68,edison,2020-11-04T04:57:24Z,south-dakota,430000,227721,363815,370093,0.645,0.329,0
7030,282445,68,edison,2020-11-04T05:01:20Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7031,286999,69,edison,2020-11-04T05:02:10Z,south-dakota,430000,227721,363815,370093,0.649,0.325,0
7032,286999,69,edison,2020-11-04T05:03:52Z,south-dakota,430000,227721,363815,370093,0.648,0.327,0
7033,287123,69,edison,2020-11-04T05:06:12Z,south-dakota,430000,227721,363815,370093,0.648,0.327,0
7034,288244,69,edison,2020-11-04T05:07:24Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7035,288639,70,edison,2020-11-04T05:11:11Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7036,291797,70,edison,2020-11-04T05:14:30Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7037,308729,74,edison,2020-11-04T05:16:35Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7038,314168,76,edison,2020-11-04T05:23:00Z,south-dakota,430000,227721,363815,370093,0.647,0.327,0
7039,319563,77,edison,2020-11-04T05:27:26Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7040,325411,78,edison,2020-11-04T05:31:56Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7041,325502,78,edison,2020-11-04T05:32:14Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7042,325507,78,edison,2020-11-04T05:33:20Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7043,326400,79,edison,2020-11-04T05:37:13Z,south-dakota,430000,227721,363815,370093,0.648,0.326,0
7044,326994,79,edison,2020-11-04T05:42:02Z,south-dakota,430000,227721,363815,370093,0.647,0.326,0
7045,328931,79,edison,2020-11-04T05:44:35Z,south-dakota,430000,227721,363815,370093,0.647,0.326,0
7046,332808,80,edison,2020-11-04T05:46:50Z,south-dakota,430000,227721,363815,370093,0.646,0.328,0
7047,334892,81,edison,2020-11-04T05:48:04Z,south-dakota,430000,227721,363815,370093,0.645,0.328,0
